stem,image_file,label_file,relative_image_path,relative_label_path,split,scene,weather,scene_weather,capture_pair,sequence_index,step,raw_or_augmented,frame_key,grouping_strategy,grouping_key_used,object_count,image_width,image_height,image_mode,median_box_width_px,median_box_height_px,median_box_area_px,mean_relative_area,objects_lt_32px
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.22_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.22_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.22_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.22_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.22_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,22,0,augmented,lake_sunny__capture_12_13__sequence_22__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,44.99968,36.5004,1639.5077597184002,0.0004447449435,0
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.27_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.27_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.27_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.27_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.27_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,27,0,augmented,lake_sunny__capture_12_13__sequence_27__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,42.49984,37.00008,1558.4956803072,0.0004227690105,0
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.42_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.42_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.42_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.42_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.42_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,42,0,augmented,lake_sunny__capture_12_13__sequence_42__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,44.500479999999996,27.499679999999998,1208.0011198464,0.00032769127599999994,2
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.46_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.46_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.46_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.46_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.46_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,46,0,augmented,lake_sunny__capture_12_13__sequence_46__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,43.499520000000004,24.00048,1019.5132796928,0.00027656067700000003,2
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.74_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.74_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.74_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.74_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.74_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,74,0,augmented,lake_sunny__capture_12_13__sequence_74__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,48.4992,27.500400000000003,1344.9989597184,0.0003648543185,1
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.172_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.172_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.172_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.172_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.172_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,172,0,augmented,lake_sunny__capture_12_13__sequence_172__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,80.0,61.50024,5095.0260799488,0.0013821142795,0
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.179_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.179_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.179_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.179_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.179_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,179,0,augmented,lake_sunny__capture_12_13__sequence_179__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,75.49952,55.499759999999995,4287.9465603072,0.001163179948,0
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.184_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.184_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.184_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.184_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.184_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,184,0,raw,lake_sunny__capture_12_13__sequence_184__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,72.0,53.50032,3937.0207997951998,0.001067985243,0
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.203_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.203_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.203_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.203_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.203_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,203,0,raw,lake_sunny__capture_12_13__sequence_203__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,59.49952,40.99968,2449.9621601279996,0.00066459477,0
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.230_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.230_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.230_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.230_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.230_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,230,0,raw,lake_sunny__capture_12_13__sequence_230__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,44.500479999999996,36.0,1612.5141602304002,0.0004374224609999999,0
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.232_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.232_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.232_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.232_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.232_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,232,0,augmented,lake_sunny__capture_12_13__sequence_232__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,43.00032,36.0,1563.0081601535999,0.00042399309899999993,0
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.252_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.252_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.252_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.252_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.252_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,252,0,raw,lake_sunny__capture_12_13__sequence_252__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,39.5008,37.00008,1468.0331200512,0.0003982294705,0
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.267_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.267_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.267_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.267_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.267_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,267,0,raw,lake_sunny__capture_12_13__sequence_267__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,36.99968,33.49944,1207.9659202560001,0.00032768172750000004,2
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.285_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.285_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.285_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.285_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.285_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,285,0,raw,lake_sunny__capture_12_13__sequence_285__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,38.49984,30.9996,1109.4715201536,0.0003009634115,2
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.315_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.315_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.315_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.315_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.315_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,315,0,raw,lake_sunny__capture_12_13__sequence_315__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,44.500479999999996,29.00016,1200.5150404607998,0.00032566054700000006,1
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.368_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.368_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.368_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.368_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.368_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,368,0,raw,lake_sunny__capture_12_13__sequence_368__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,42.49984,28.99944,1218.9703200768,0.000330666862,2
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.373_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.373_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.373_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.373_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.373_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,373,0,augmented,lake_sunny__capture_12_13__sequence_373__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,39.5008,29.49984,1159.0210400256,0.000314404579,2
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.389_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.389_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.389_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.389_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.389_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,389,0,augmented,lake_sunny__capture_12_13__sequence_389__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,36.500479999999996,31.999679999999998,1143.0007197696,0.000310058789,2
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.419_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.419_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.419_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.419_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.419_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,419,0,augmented,lake_sunny__capture_12_13__sequence_419__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,44.500479999999996,27.0,1183.5117600767999,0.000321048112,1
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.435_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.435_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.435_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.435_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.435_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,435,0,raw,lake_sunny__capture_12_13__sequence_435__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,51.5008,28.49976,1436.5126397952,0.00038967899299999995,1
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.449_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.449_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.449_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.449_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.449_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,449,0,raw,lake_sunny__capture_12_13__sequence_449__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,50.499840000000006,29.49984,1311.4729598976,0.000355759809,1
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.469_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.469_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.469_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.469_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.469_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,469,0,augmented,lake_sunny__capture_12_13__sequence_469__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,44.0,29.50056,993.5090399232,0.0002695065755,2
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.475_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.475_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.475_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.475_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.475_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,475,0,raw,lake_sunny__capture_12_13__sequence_475__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,44.0,30.499920000000003,1047.5219994624,0.0002841585285,2
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.488_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.488_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.488_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.488_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.488_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,488,0,augmented,lake_sunny__capture_12_13__sequence_488__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,62.49984,17.500320000000002,1090.5193598976,0.000295822309,2
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.512_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.512_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.512_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.512_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.512_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,512,0,raw,lake_sunny__capture_12_13__sequence_512__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,67.00032,24.50016,1569.5185600512,0.00042575915799999997,2
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.543_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.543_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.543_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.543_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.543_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,543,0,raw,lake_sunny__capture_12_13__sequence_543__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,78.50112,29.99952,2354.9959194624003,0.0006388335285000001,2
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.554_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.554_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.554_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.554_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.554_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,554,0,raw,lake_sunny__capture_12_13__sequence_554__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,79.5008,32.99976,2867.5035998208,0.0007778601345,1
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.573_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.573_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.573_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.573_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.573_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,573,0,augmented,lake_sunny__capture_12_13__sequence_573__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,57.50016,31.5,1816.5059997696,0.000492758789,1
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.578_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.578_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.578_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.578_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.578_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,578,0,raw,lake_sunny__capture_12_13__sequence_578__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,57.50016,29.99952,1724.9771999232003,0.00046793001300000003,2
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.592_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.592_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.592_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.592_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.592_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,592,0,raw,lake_sunny__capture_12_13__sequence_592__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,56.99968,22.99968,1310.9744001024,0.000355624566,2
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.620_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.620_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.620_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.620_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.620_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,620,0,raw,lake_sunny__capture_12_13__sequence_620__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,50.49984,26.499599999999997,1469.4727200768,0.00039861998699999997,1
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.630_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.630_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.630_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.630_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.630_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,630,0,raw,lake_sunny__capture_12_13__sequence_630__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,40.500479999999996,26.500320000000002,1113.5343200255998,0.00030206551649999996,1
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.659_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.659_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.659_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.659_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.659_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,659,0,raw,lake_sunny__capture_12_13__sequence_659__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,40.4992,24.49944,997.4581604352002,0.00027057784300000003,2
raw_dataset_lake_sunny_lake_sunny_12_13_sequence.664_step0.camera,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.664_step0.camera.png,raw_dataset_lake_sunny_lake_sunny_12_13_sequence.664_step0.camera.txt,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.664_step0.camera.png,data/obj_det_base/raw_dataset_lake_sunny_lake_sunny_12_13_sequence.664_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,664,0,raw,lake_sunny__capture_12_13__sequence_664__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,38.000640000000004,24.99984,942.0118401024,0.000255537066,2
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.728_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.728_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.728_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.728_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.728_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,728,0,augmented,lake_sunny__capture_12_13__sequence_728__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,34.50112,32.50008,867.5354400768,0.00023533404950000004,2
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.786_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.786_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.786_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.786_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.786_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,786,0,augmented,lake_sunny__capture_12_13__sequence_786__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,46.000640000000004,32.99976,1331.0055198720001,0.00036105835500000003,1
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.805_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.805_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.805_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.805_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.805_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,805,0,augmented,lake_sunny__capture_12_13__sequence_805__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,48.99968,34.50024,1431.5069601792,0.0003883211155,1
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.859_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.859_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.859_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.859_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.859_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,859,0,augmented,lake_sunny__capture_12_13__sequence_859__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,76.0,40.5,2902.5019201536006,0.0007873540365000002,1
augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.893_step0.camera,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.893_step0.camera.png,augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.893_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.893_step0.camera.png,data/obj_det_base/augmented_raw_dataset_lake_sunny_lake_sunny_12_13_sequence.893_step0.camera.txt,test,lake,sunny,lake_sunny,12_13,893,0,augmented,lake_sunny__capture_12_13__sequence_893__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,99.00032,41.50008,4045.5248799744,0.0010974188585,0
augmented_raw_dataset_city_foggy_city_foggy_2_3_sequence.15_step0.camera,augmented_raw_dataset_city_foggy_city_foggy_2_3_sequence.15_step0.camera.png,augmented_raw_dataset_city_foggy_city_foggy_2_3_sequence.15_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_2_3_sequence.15_step0.camera.png,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_2_3_sequence.15_step0.camera.txt,test,city,foggy,city_foggy,2_3,15,0,augmented,city_foggy__capture_2_3__sequence_15__step_0,capture_pair holdout,2_3,2,2560,1440,RGB,57.999359999999996,78.99983999999999,4826.926079999999,0.0013093875,1
raw_dataset_city_foggy_city_foggy_2_3_sequence.33_step0.camera,raw_dataset_city_foggy_city_foggy_2_3_sequence.33_step0.camera.png,raw_dataset_city_foggy_city_foggy_2_3_sequence.33_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_2_3_sequence.33_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_2_3_sequence.33_step0.camera.txt,test,city,foggy,city_foggy,2_3,33,0,raw,city_foggy__capture_2_3__sequence_33__step_0,capture_pair holdout,2_3,2,2560,1440,RGBA,68.50048000000001,85.00032,5897.5702401024,0.0015998183159999999,0
raw_dataset_city_foggy_city_foggy_2_3_sequence.43_step0.camera,raw_dataset_city_foggy_city_foggy_2_3_sequence.43_step0.camera.png,raw_dataset_city_foggy_city_foggy_2_3_sequence.43_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_2_3_sequence.43_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_2_3_sequence.43_step0.camera.txt,test,city,foggy,city_foggy,2_3,43,0,raw,city_foggy__capture_2_3__sequence_43__step_0,capture_pair holdout,2_3,2,2560,1440,RGBA,69.49888,90.0,6187.392,0.0016784374999999998,0
